,Company,Company Description,Date Victimised,Number of Clicks,Status
912,entrust.com,"OUR STORY BEGAN IN 1969, with the founding of Datacard Corporation and the advent of secure, high-speed payment and identity card printers.",2023-10-14 10:10:00,44415,Published
913,wabteccorp.com,"Wabtec Corporation is an American company formed by the merger of the Westinghouse Air Brake Company and MotivePower Industries Corporation in 1999. It is headquartered in Pittsburgh, Pennsylvania. Wabtec manufactures products for locomotives, freigh...",2023-10-14 09:56:00,33176,Published
914,porcelanosa-usa.com,"Over the past 40 years, Porcelanosa has evolved from a small tile company to a global manufacturer and distributor for design solutions. With 30 showrooms in the United States and Canada, Porcelanosa is a luxury lifestyle brand that will make your ne...",2023-10-14 09:56:00,34358,Published
915,vsainc.com,"VS Associates, Inc. helps you build your own roadmap to a more secure financial future with clear, easy to understand explanations of financial products and services. The number of investment options, financial products, and services available in th...",2023-10-14 10:26:00,37398,Published
916,pinnick.co.uk,Pinnick Lewis was established in London’s West End in 1950 and has been located in North West London since 1972. Over the years we have developed a varied and loyal client base – spanning in some cases multi-generation.,2023-10-14 09:59:00,38211,Published
917,qualitymedicalinc.com,"Quality Medical Inc. Founded in October 2001 to provide a convenient, pleasurable and private shopping experience for the medical community. Our goal is simple; excellent products, exceptional customer service and a commitment to value. With our he...",2023-10-14 09:58:00,33836,Published
918,faacgroup.com,"Fabbrica Automatismi Apertura Cancelli (FAAC) was founded in 1965 and immediately became synonymous with automation for gates all around the world. Quality, safety, reliability, satisfaction, passion and research are the values on which the company h...",2023-10-14 09:58:00,30453,Published
919,beckerlaw.com,"Full dataset. 500gb. Becker Law has over 30 years of experience in Kentucky and Indiana handling cases for more than 50,000 clients. Becker Law has forced them to pay hundreds of millions of dollars for our clients. Your case to us is personal becaus...",2023-10-14 09:58:00,34087,Published
920,besttaxfiler.com,Full dataset. Best Tax Filer LLC is happy to announce a new referral policy for all the clients across United States. This program is not only meant for assisting new clients but also provides benefits in cash or in kind to you. This new policy gives...,2023-10-14 09:58:00,29808,Published
921,centuryaluminum.com,"Full dataset. Century Aluminum Company is a US-based producer of primary aluminium, with aluminum plants in Kentucky, South Carolina and Iceland. It is the largest producer of primary aluminium in the United States. The company is a publicly held cor...",2023-10-14 09:58:00,30830,Published
922,lapostemobile.fr,"How much is the personal data of the French? 100 thousand dollars, that's how much the private information of more than a million and a half people in France is worth. La Poste Mobile is a quadruple play Telecom operator (mobile, landline, Internet...",2023-10-14 09:58:00,31319,Published
923,okcu.edu,"Data: 285GB: confidential folders, HR, passports, investigations, incidents, audit, budget, president and more Meet OCU. As a top liberal arts & sciences university, Oklahoma City University has been leading students to their creative edge fo...",2023-10-14 09:58:00,42020,Published
924,ah-a.de,Axel Höer Architekten is a construction firm. They offer architectural and civil engineering,2023-10-14 09:58:00,37605,Published
925,unimasters.com,"Unimasters Logistics Plc is a dynamic, advanced supply chain management company, headquartered in Bulgaria with fully owned subsidiaries in Romania and Hungary. It specialises in delivering a wide range of customer-friendly, innovative, advanced phyg...",2023-10-14 10:26:00,31218,Published
926,newwestmetals.com,New West Metals Inc offers a full range of stainless steels of all types and shapes,2023-10-14 10:16:00,32737,Published
927,trialpro.com,"The seasoned injury law specialists at Trial Pro, have well over a combined 100 years of experience practicing all types of injury law, including but not limited to personal injury, workers compensation, wrongful death, product liability, consumer pr...",2023-10-14 09:58:00,32642,Published
928,hatcherins.com,"With deep-roots in the insurance community dating back to 1942, Hatcher has been serving Florida for over half-a-century.",2023-10-14 09:58:00,34694,Published
929,wrschool.net,"Window Rock Unified School District is proud to be one of the finest School Districts on the Navajo Nation. Following our mission and vision statements, our team of more than 300 dedicated employees is providing quality education to students residing...",2023-10-14 09:58:00,35775,Published
930,tekinox.it,"Workshop for the production of turned parts, Tekinox Srl is specialized in the processing of all families of stainless steels",2023-10-14 09:58:00,33935,Published
931,kangaroo.vn,"Stolen: 86 GB, folder with passports, there are several confidential files, accounting, marketing, and more The Kangaroo Group was proudly established in 2003 by two young and enthusiastic Vietnamese entrepreneurs. Throughout 18 years, busines...",2023-10-14 09:58:00,44019,Published
932,casapellas.com,"Stolen: 165 gigs: CREDITCAP folders, insurance documents, credit documents, employee folders, proceedings, disputes and more Sale of new cars, liquor, industrial machinery, tires, spare parts, motorcycles, marine engines and distribution of mass c...",2023-10-14 10:04:00,34753,Published
933,preflooring.com,"Since 1994, Precision Flooring Products, Inc. has been a leading manufacturer and distributor of customized prefinished mouldings to the wood flooring industry throughout North America. To meet the demands of our customers, we customarily stock a wid...",2023-10-14 09:58:00,32134,Published
934,scohil.com,"Scohil Construction Services has experience in, and the capability to perform, the following construction related activities: Storm Water Detention Ponds Lime / Cement Soil Stabilization Utility Installation including water, sanitary...",2023-10-14 10:21:00,32480,Published
935,shopper360.com.my,"Stolen 178GB: passports, scans, financial statements, contracts, documents and more Shopper360 Limited is a Malaysia-based provider of shopper marketing services to the retail, consumer goods and in-store advertising industries. The company offe...",2023-10-14 09:58:00,39118,Published
936,emunworks.com,ONE platform for CRM and B2B. Sell smarter and shop smarter with EMUN1. Much more than an order entry system. EMUN is a fields sale software solution provider. It offers a sales enablement solution.,2023-10-14 10:16:00,31914,Published
937,obriengroupaustralia.com.au,"O'Brien Group is Australia and New Zealand's largest privately owned hospitality, entertainment and leisure company. For over 30 years, O'Brien Group has operated many of Australasia's premier venues. O’Brien Group Australia is a fully integrate...",2023-10-14 10:16:00,31622,Published
938,armassist.ie,"Accident Repair Management service Our Accident Repair Management service delivers centrally managed bespoke solutions which are ideal for fleets, leasing, rental and insurance companies. These services are offered through our carefully selected nat...",2023-10-14 09:58:00,36320,Published
939,fruca.es,Fruca Marketing is one of the Biggest Producers of Fresh Fruit & Vegetables in Spain and Europe,2023-10-14 10:00:00,39941,Published
940,groupe-helios.com,"Chez Hélios, les femmes et les hommes sont au cœur de l’entreprise. Chaque personnalité et compétence est un atout essentiel pour assurer la réussite du groupe. Diverses fonctions sont occupées quotidiennement : Management, Exploitation/Travaux, Admi...",2023-10-14 10:16:00,33220,Published
941,maldegem.be,Stolen private data and DB's,2023-10-14 09:57:00,33156,Published
942,correounir.com.ar,"Unir Distribución y Logística (Unir SA) Argentina Unir SA is a Clarin Group company oriented to the development of integral solutions in the tasks of Postal Distribution, Logistics in general, we offer all the variants of products, in the shortest t...",2023-10-14 09:57:00,45500,Published
943,cheungwoh.com.sg,Cheung Woh is a world class manufacturer and supplier of HDD components and precision metal components.,2023-10-14 10:07:00,36004,Published
944,ymaunivers.com,"From using composite wood 50 years ago to today’s carbon fiber composite products, YMA combines the power of science, driven by engineering, time proven craftsmanship, and united by purpose. The company is driving innovations through the use of mate...",2023-10-14 09:57:00,39846,Published
945,sieam.fr,Intermunicipal Syndicate of Water Supply and Sanitation of Mayotte,2023-10-14 09:57:00,34963,Published
946,ginko.com.tw,"At present, the business group covers five business groups: brand development, contact lenses, pharmaceutical biochemistry, retail channels and strategic investment.",2023-10-14 09:57:00,34189,Published
947,agenziaentrate.gov.it,"The Revenue Agency, operational since 1 January 2001, was born from the reorganization of the Financial Administration following the Legislative Decree No. 300 of 1999. It has its own statute and specific regulations governing administration and acc...",2023-10-14 09:57:00,47626,Published
948,overseas-ast.com,"Downloaded 354gb COMMERCIAL and CONTRACTS. 34gb: HR 24gb, Planning 4gb, Credit 4gb. Founded in 1898, Overseas AST was a major construction company based in Europe. In 1959 Overseas AST established operations in Dubai and in 1964 the business was...",2023-10-14 10:17:00,42275,Published
949,legacy-hospitality.com,Our core business is hospitality in which Legacy Development & Management has grown into a major force in the hospitality industry.,2023-10-14 10:17:00,34244,Published
950,riken.co.jp,RIKEN CORPORATION: Manufacturer of functional parts for automotive and industrial machinery.,2023-10-14 10:17:00,57641,Published
951,roedeanschool.co.za,"Stolen: passports, finances, personal photos, documents and more Roedean School was founded in 1885 to provide 'a thorough physical, intellectual and moral' education with 'as much liberty as is consistent with safety'.",2023-10-14 10:20:00,35820,Published
952,osde.com.ar,"OSDE is a network of medical care services in Argentina created in 1972. 2 In 1991 it became the first network of medical-care services in Argentina , with a system of open health plans. 3 It currently has more than 2 million members, almost 7 tho...",2023-10-14 10:17:00,48988,Published
953,lanormandise.fr,Normandise Petfood is a manufacturing and packaging plant specializing in the custom manufacturing of high-quality food products.,2023-10-14 10:17:00,33964,Published
954,bizebra.com,Bizerba SE & Co. KG is a German provider of weighing and slicing technologies for industry and trade and is a worldwide leading specialist in industrial weighing and labeling technologies.[citation needed] It was founded in 1866 Andreas Bizer in Bal...,2023-10-14 10:29:00,44429,Published
